id,summary_sentiment_score
14599,0.07759546831984432
29340,0.15479442061815085
2273,0.9766825754081283
4037,0.6565377976483792
17999,0.9371454487960232
23297,0.9632335723216523
27554,0.4959466561527114
6070,0.16565698366858006
15640,
27226,0.3043917776472478
24615,0.27540793770975525
16127,
12250,0.6139424278637724
28705,
17395,0.6584167193272186
28462,
13238,0.45948174031628564
20731,0.5576396104077209
20004,0.0006471471322226918
15819,
21359,0.6429335818357281
25750,0.001415510788195462
5784,0.6790946011993472
23191,0.7666659443558679
27921,0.7013932076124537
5858,0.8489202038073285
11039,
27769,0.3907787118678969
4456,0.48752519047265985
23273,0.2559197163422985
1468,0.7496254532702655
28936,0.6956436564227813
15134,0.19555652579533955
585,0.5140963643574495
6387,0.17038967217998016
16698,0.6302156972649109
10530,0.5592309359629652
25281,0.9999344950103077
20493,0.5151809005779251
18323,0.7058231839859636
26536,0.2308283396275872
21338,0.9874148497538493
609,0.34894368333269643
14208,0.4318450096493582
5992,0.12309214305758875
12388,1.8777968876504403e-06
29337,0.507591268936932
27121,0.510613538873352
7277,
1598,0.053540356874544504
23371,0.6357089456852782
11717,0.5816219464847112
6341,0.23819915433003724
24296,0.5771165124333079
10586,0.9982551352145158
28719,
27739,0.65726977683408
30589,0.136826977357426
5037,0.5407779069931138
18939,0.45325141302847927
17015,0.39208180721102615
28990,0.5151188063567721
29156,0.9727101640105392
23390,0.7508529316832637
19860,
1549,0.5153854307695098
10297,0.07513152168479575
30476,0.7615706564426578
19004,0.40576259583357666
7747,
2988,0.4518783063903965
2291,0.42601908849895853
16636,0.6541299100987479
10086,0.8784448448167895
14744,0.944773347760904
22619,
12378,0.17035199949792368
11937,0.8515427792181122
4783,0.602680488883175
29230,0.6120362216183397
18271,
26102,0.55247199890615
4086,0.9994987147829478
4944,0.5945817265855704
21423,0.37807258150573353
17549,0.9903248535683483
3316,0.00013810955868509556
13507,0.2446582480369095
8433,0.1908317715469986
8308,0.014273663068583242
28184,0.08848480865016917
5313,0.9867895869669243
13680,0.2346333224313839
3345,0.4518783063903965
10089,0.957682786042328
23932,0.8839054329257252
2500,0.43319066248083704
