id,distrust_proba,neutral_proba,trust_proba,trust
27550,0.0001986229361548705,0.004450976717070556,0.9953504003467746,1
2755,0.0007053088725886454,0.23633035100260016,0.7629643401248111,1
7581,0.0001254464050789994,0.3040309981344259,0.6958435554604951,1
13250,0.0003071524688722571,0.009937592727798844,0.9897552548033288,1
39689,8.522470549290808e-05,0.9980362857052287,0.0018784895892784163,0
5546,4.876352489001115e-05,0.9942285373461077,0.005722699129002208,0
30034,0.3798316285686892,0.05696145027509813,0.5632069211562127,1
38063,0.00015413164232199096,0.9947690718612544,0.005076796496423682,0
6088,9.989030984163359e-05,0.13821149478207626,0.8616886149080821,1
40828,0.00022173212339802602,0.9959302317182072,0.0038480361583949616,0
29371,0.001254634895594976,0.24174114336877783,0.7570042217356272,1
9323,0.005158711614051778,0.07036696377574593,0.9244743246102022,1
22874,0.0011176229564329224,0.0890805474949299,0.9098018295486372,1
12703,0.00013908108636794824,0.028232588656998736,0.9716283302566332,1
29796,0.00015321360334840726,0.6777814319655346,0.322065354431117,0
35497,2.153755583325893e-05,0.9986206506142152,0.0013578118299513824,0
21409,0.0001589061913003008,0.6909718670842067,0.308869226724493,0
35533,2.6506140404473963e-05,0.9991271433783564,0.0008463504812392605,0
16488,0.00023243228758435217,0.9591507579700707,0.040616809742345064,0
29641,0.0005586715326386526,0.16253069255451477,0.8369106359128465,1
6570,0.9254376495323005,0.06766307402839075,0.006899276439308859,-1
42474,0.44068460906815055,0.5513084302726576,0.008006960659191816,0
30773,1.9040639034791548e-05,0.0035604411389040247,0.9964205182220612,1
31866,0.8462209002069447,0.09881949853741621,0.054959601255639125,-1
24594,0.9626242511158234,0.03472596054010654,0.0026497883440700152,-1
1497,9.150589537306996e-05,0.9772731453560074,0.022635348748619465,0
7001,0.0001597654833067142,0.8445429408883351,0.15529729362835826,0
15222,3.11472612469223e-05,0.9886869855492438,0.011281867189509156,0
23829,0.13219260093862245,0.025763625215738637,0.8420437738456388,1
35916,0.0015012536023340634,0.9359142453893038,0.06258450100836216,0
15033,0.0017767310431673206,0.07475965806794346,0.9234636108888892,1
31402,0.00023245019409560234,0.9934600524855013,0.0063074973204032495,0
27278,0.5917948905598565,0.02950496383080308,0.3787001456093404,-1
9386,0.00022953078873312258,0.8720966139841199,0.12767385522714692,0
19236,0.00041640472895830425,0.12662462361261712,0.8729589716584246,1
37021,4.133285099739385e-05,0.9905603759858057,0.009398291163196987,0
42193,8.607424291903004e-05,0.9416146421334651,0.05829928362361578,0
13990,0.0021946022754051283,0.07988901064311393,0.917916387081481,1
14784,0.7392215385638503,0.22033554618472356,0.04044291525142616,-1
42779,0.0013029232281841737,0.9960345053638775,0.002662571407938171,0
30616,0.0001419231088747303,0.02286488243678537,0.9769931944543399,1
10822,0.5551644432008277,0.2499783338972945,0.1948572229018779,-1
29517,0.042614865056148594,0.2618953435744053,0.6954897913694461,1
9315,0.00015378213479833855,0.013911624465231882,0.9859345933999697,1
36254,0.0026303088272403795,0.994507576490463,0.0028621146822965025,0
42752,0.0008695594088973009,0.9479883808610793,0.05114205973002325,0
42223,0.0024262890696197044,0.8643476248503952,0.133226086079985,0
22725,0.0006344421404268824,0.16279890864962585,0.8365666492099473,1
37200,0.8170600959282837,0.1768119782481182,0.006127925823598175,-1
6988,9.750212734056735e-05,0.9683805355803045,0.031521962292354856,0
21149,0.0005116451850551657,0.9747506425893423,0.024737712225602563,0
26374,0.00013415426851562238,0.007948994683220734,0.9919168510482637,1
19307,3.057526779460983e-05,0.9966408179803968,0.003328606751808506,0
39769,7.493350199988012e-05,0.9994588090842964,0.0004662574137036872,0
19336,7.416149443678452e-05,0.9638131317915246,0.03611270671403851,0
20262,0.00010022721328015962,0.05793781824049917,0.9419619545462206,1
20668,0.00016873620006975363,0.12956915959274642,0.8702621042071839,1
26818,3.4502687044432294e-05,0.013188531430769406,0.9867769658821861,1
10034,7.201169173893496e-05,0.9975297797726903,0.0023982085355706536,0
32438,3.7324244954605337e-05,0.9982732729617604,0.0016894027932849978,0
21656,0.0009640099844582937,0.1175857563771221,0.8814502336384196,1
19133,0.17982179768200704,0.6731589711649055,0.1470192311530873,0
